0,1,2
272.25,455.5555555555556,0.5920918583869934
202.5,562.2222222222223,0.6221174001693726
256.5,504.44444444444446,0.533421516418457
418.5,424.44444444444446,0.5870392918586731
497.25,522.2222222222223,0.6347436904907227
427.5,597.7777777777778,0.5348236560821533
319.5,677.7777777777778,0.43503430485725403
270.0,800.0,0.5242487192153931
263.25,984.4444444444445,0.4376572370529175
425.25,677.7777777777778,0.39155012369155884
429.75,853.3333333333334,0.5265342593193054
429.75,1042.2222222222222,0.4697623550891876
290.25,333.33333333333337,0.7104629874229431
324.0,331.11111111111114,0.7230705618858337
272.25,357.77777777777777,0.6405569911003113
351.0,346.6666666666667,0.7016041874885559
0,1,2
315.0,344.44444444444446,0.6756777167320251
348.75,440.0,0.6551352739334106
272.25,457.77777777777777,0.5894251465797424
209.25,568.8888888888889,0.6496509909629822
254.25,513.3333333333334,0.6370541453361511
425.25,420.0,0.5752009153366089
506.25,520.0,0.620593249797821
405.0,571.1111111111111,0.51456618309021
321.75,682.2222222222223,0.4208662211894989
276.75,820.0,0.5197598934173584
290.25,984.4444444444445,0.5088086724281311
427.5,680.0,0.38348719477653503
429.75,855.5555555555555,0.5113898515701294
429.75,1046.6666666666667,0.4785315990447998
294.75,333.33333333333337,0.698415994644165
328.5,328.8888888888889,0.7133837938308716
279.0,360.0,0.627536416053772
353.25,344.44444444444446,0.6669043302536011
0,1,2
317.25,335.55555555555554,0.6973925828933716
353.25,433.33333333333337,0.6381435394287109
283.5,455.5555555555556,0.5758579969406128
220.5,568.8888888888889,0.6310368180274963
261.0,522.2222222222223,0.5542947053909302
429.75,408.8888888888889,0.6011501550674438
513.0,500.0,0.6305049657821655
420.75,540.0,0.5292361974716187
330.75,686.6666666666667,0.40535226464271545
301.5,835.5555555555555,0.5166216492652893
321.75,991.1111111111112,0.5214053392410278
434.25,680.0,0.3714437484741211
441.0,848.8888888888889,0.5047504901885986
429.75,1046.6666666666667,0.500202476978302
299.25,328.8888888888889,0.7077707648277283
330.75,322.22222222222223,0.7051981687545776
283.5,351.11111111111114,0.618462085723877
355.5,335.55555555555554,0.670147180557251
0,1,2
319.5,331.11111111111114,0.7116534113883972
355.5,426.6666666666667,0.6324067711830139
285.75,455.5555555555556,0.5740291476249695
222.75,566.6666666666667,0.6080291867256165
270.0,548.8888888888889,0.5681204199790955
432.0,397.77777777777777,0.5983530282974243
522.0,484.44444444444446,0.6161942481994629
418.5,506.6666666666667,0.545047402381897
335.25,695.5555555555555,0.3838920593261719
312.75,844.4444444444445,0.4994913935661316
335.25,1006.6666666666667,0.5249863862991333
438.75,682.2222222222223,0.34532594680786133
445.5,864.4444444444445,0.44630688428878784
429.75,1044.4444444444446,0.5186258554458618
303.75,322.22222222222223,0.7202585935592651
335.25,317.77777777777777,0.7339749336242676
285.75,346.6666666666667,0.6807666420936584
360.0,331.11111111111114,0.6753615140914917
0,1,2
319.5,331.11111111111114,0.7115120887756348
357.75,426.6666666666667,0.6311149597167969
285.75,455.5555555555556,0.574004054069519
222.75,566.6666666666667,0.6051098108291626
267.75,548.8888888888889,0.5644004940986633
432.0,397.77777777777777,0.5986526608467102
522.0,484.44444444444446,0.6169577836990356
418.5,506.6666666666667,0.5472993850708008
335.25,695.5555555555555,0.3809615969657898
312.75,842.2222222222223,0.504997968673706
335.25,1006.6666666666667,0.527190089225769
438.75,682.2222222222223,0.3418908715248108
445.5,864.4444444444445,0.44684818387031555
432.0,1044.4444444444446,0.5196481943130493
303.75,322.22222222222223,0.7204327583312988
335.25,317.77777777777777,0.7343657612800598
285.75,346.6666666666667,0.6807708740234375
360.0,331.11111111111114,0.6758307218551636
0,1,2
326.25,331.11111111111114,0.6667865514755249
364.5,428.8888888888889,0.6291296482086182
288.0,460.0,0.5553365349769592
231.75,575.5555555555555,0.5816380977630615
274.5,566.6666666666667,0.5279704928398132
443.25,395.5555555555556,0.5792638063430786
537.75,471.11111111111114,0.6336585879325867
434.25,475.5555555555556,0.5316186547279358
337.5,706.6666666666667,0.37172114849090576
330.75,880.0,0.4382922351360321
344.25,1028.888888888889,0.3669928312301636
445.5,693.3333333333334,0.37402841448783875
445.5,866.6666666666667,0.46076083183288574
434.25,1051.111111111111,0.4882471263408661
306.0,322.22222222222223,0.7152611017227173
339.75,315.55555555555554,0.716927707195282
290.25,346.6666666666667,0.6572871804237366
366.75,331.11111111111114,0.6844794750213623
0,1,2
330.75,335.55555555555554,0.6847354769706726
364.5,431.11111111111114,0.6271241307258606
288.0,464.44444444444446,0.5690677165985107
238.5,580.0,0.5731008648872375
272.25,588.8888888888889,0.6366449594497681
443.25,397.77777777777777,0.5499526262283325
546.75,457.77777777777777,0.6237212419509888
443.25,466.6666666666667,0.541344165802002
348.75,711.1111111111111,0.39638751745224
337.5,875.5555555555555,0.480212539434433
348.75,1037.7777777777778,0.46942347288131714
447.75,702.2222222222223,0.3937462866306305
443.25,871.1111111111112,0.42814692854881287
434.25,1053.3333333333335,0.5001157522201538
312.75,326.6666666666667,0.6943484544754028
346.5,320.0,0.7032245993614197
294.75,348.8888888888889,0.6337787508964539
369.0,333.33333333333337,0.6683074235916138
0,1,2
335.25,337.77777777777777,0.6976425647735596
364.5,437.77777777777777,0.641828179359436
288.0,471.11111111111114,0.581718385219574
240.75,584.4444444444445,0.5799473524093628
274.5,602.2222222222223,0.6648696660995483
445.5,404.44444444444446,0.5530707836151123
555.75,455.5555555555556,0.6369420289993286
447.75,473.33333333333337,0.5826417207717896
355.5,706.6666666666667,0.38375112414360046
351.0,866.6666666666667,0.5044888854026794
348.75,1037.7777777777778,0.4852713942527771
459.0,697.7777777777778,0.3763279318809509
445.5,871.1111111111112,0.46704763174057007
434.25,1055.5555555555557,0.5023828148841858
317.25,328.8888888888889,0.7212204337120056
348.75,322.22222222222223,0.7156541347503662
299.25,351.11111111111114,0.6395925879478455
373.5,335.55555555555554,0.6355096101760864
0,1,2
335.25,335.55555555555554,0.6954653859138489
366.75,437.77777777777777,0.6480007767677307
288.0,471.11111111111114,0.5834519863128662
240.75,575.5555555555555,0.5888912677764893
274.5,602.2222222222223,0.6413170695304871
447.75,404.44444444444446,0.5464193820953369
560.25,455.5555555555556,0.608893871307373
456.75,484.44444444444446,0.5923788547515869
353.25,711.1111111111111,0.3836849331855774
360.0,860.0,0.5188292860984802
351.0,1035.5555555555557,0.4791460335254669
459.0,704.4444444444445,0.3724612891674042
447.75,868.8888888888889,0.4673190414905548
434.25,1055.5555555555557,0.4853084683418274
319.5,328.8888888888889,0.7259739637374878
351.0,320.0,0.7136045694351196
301.5,348.8888888888889,0.6686537861824036
375.75,335.55555555555554,0.6328776478767395
0,1,2
335.25,335.55555555555554,0.6955764889717102
366.75,437.77777777777777,0.647865891456604
288.0,471.11111111111114,0.5833275318145752
240.75,575.5555555555555,0.5889902710914612
274.5,602.2222222222223,0.6416254639625549
445.5,404.44444444444446,0.5469602346420288
560.25,455.5555555555556,0.6093974113464355
456.75,484.44444444444446,0.5925000309944153
353.25,711.1111111111111,0.38311338424682617
360.0,860.0,0.5181739330291748
351.0,1035.5555555555557,0.48001641035079956
459.0,704.4444444444445,0.37272515892982483
447.75,868.8888888888889,0.46631383895874023
434.25,1055.5555555555557,0.48497751355171204
319.5,328.8888888888889,0.726146399974823
351.0,320.0,0.7137190699577332
301.5,348.8888888888889,0.6687374114990234
375.75,335.55555555555554,0.633040726184845
0,1,2
335.25,331.11111111111114,0.7148376107215881
366.75,428.8888888888889,0.6570227742195129
290.25,460.0,0.58995521068573
238.5,566.6666666666667,0.5826528668403625
272.25,593.3333333333334,0.6239343881607056
447.75,397.77777777777777,0.5789079666137695
555.75,455.5555555555556,0.5999295115470886
472.5,500.0,0.5771297812461853
351.0,693.3333333333334,0.39876478910446167
351.0,853.3333333333334,0.5844885110855103
351.0,1028.888888888889,0.4677945375442505
452.25,686.6666666666667,0.3704497516155243
445.5,860.0,0.4730255901813507
434.25,1044.4444444444446,0.46250665187835693
319.5,322.22222222222223,0.7214162349700928
351.0,315.55555555555554,0.7438866496086121
301.5,346.6666666666667,0.6870141625404358
375.75,331.11111111111114,0.6745259165763855
0,1,2
337.5,331.11111111111114,0.7089126110076904
369.0,428.8888888888889,0.6658962368965149
290.25,457.77777777777777,0.5941928029060364
238.5,560.0,0.5851053595542908
283.5,573.3333333333334,0.6410980224609375
450.0,397.77777777777777,0.5726189017295837
544.5,460.0,0.6243404150009155
477.0,520.0,0.6202132701873779
351.0,680.0,0.40009087324142456
344.25,846.6666666666667,0.5157737731933594
353.25,1002.2222222222223,0.5144274234771729
459.0,677.7777777777778,0.37606027722358704
443.25,864.4444444444445,0.4259463846683502
434.25,1042.2222222222222,0.4916728436946869
319.5,320.0,0.7285116314888
351.0,315.55555555555554,0.7435789108276367
303.75,346.6666666666667,0.6819716691970825
380.25,331.11111111111114,0.6889235377311707
0,1,2
335.25,331.11111111111114,0.7137902975082397
375.75,428.8888888888889,0.6362580060958862
301.5,453.33333333333337,0.5920519828796387
240.75,548.8888888888889,0.5820287466049194
292.5,535.5555555555555,0.5605871081352234
450.0,406.6666666666667,0.5645230412483215
531.0,473.33333333333337,0.6111676096916199
465.75,526.6666666666667,0.5928698182106018
353.25,673.3333333333334,0.37717583775520325
346.5,824.4444444444445,0.4428056478500366
355.5,988.8888888888889,0.43768510222435
454.5,671.1111111111111,0.36511433124542236
452.25,840.0,0.3610037863254547
434.25,1035.5555555555557,0.4246126711368561
319.5,326.6666666666667,0.7263343334197998
351.0,317.77777777777777,0.7308648228645325
303.75,351.11111111111114,0.647765040397644
380.25,333.33333333333337,0.676942765712738
0,1,2
333.0,335.55555555555554,0.6959559321403503
375.75,431.11111111111114,0.6257003545761108
303.75,455.5555555555556,0.6041414737701416
243.0,540.0,0.5675119757652283
297.0,524.4444444444445,0.27557504177093506
447.75,408.8888888888889,0.606636106967926
513.0,502.22222222222223,0.6067289710044861
427.5,515.5555555555555,0.27615872025489807
360.0,675.5555555555555,0.3406994938850403
346.5,813.3333333333334,0.41233184933662415
362.25,975.5555555555555,0.32101503014564514
461.25,677.7777777777778,0.3802781105041504
461.25,844.4444444444445,0.3747600317001343
434.25,1031.111111111111,0.3900945484638214
317.25,331.11111111111114,0.707967221736908
348.75,322.22222222222223,0.7047890424728394
303.75,360.0,0.6212349534034729
378.0,342.22222222222223,0.6636155247688293
0,1,2
333.0,335.55555555555554,0.6958755254745483
375.75,431.11111111111114,0.6259830594062805
303.75,455.5555555555556,0.6034919619560242
243.0,540.0,0.5757910013198853
297.0,526.6666666666667,0.27815917134284973
447.75,408.8888888888889,0.6062906384468079
513.0,502.22222222222223,0.6058656573295593
427.5,515.5555555555555,0.24682168662548065
360.0,675.5555555555555,0.34745320677757263
346.5,808.8888888888889,0.4096996486186981
362.25,975.5555555555555,0.334659606218338
461.25,675.5555555555555,0.38344183564186096
461.25,842.2222222222223,0.3778836131095886
434.25,1031.111111111111,0.3936184048652649
317.25,331.11111111111114,0.7078208327293396
348.75,322.22222222222223,0.7048510313034058
303.75,360.0,0.62136310338974
378.0,342.22222222222223,0.6631380319595337
0,1,2
330.75,337.77777777777777,0.6786326766014099
371.25,433.33333333333337,0.6184620261192322
301.5,455.5555555555556,0.5720619559288025
249.75,528.8888888888889,0.5869227051734924
297.0,475.5555555555556,0.3427378833293915
445.5,411.11111111111114,0.5971980690956116
481.5,522.2222222222223,0.4632294178009033
407.25,486.6666666666667,0.548820436000824
360.0,693.3333333333334,0.3390558063983917
351.0,800.0,0.27899274230003357
364.5,960.0,0.23223929107189178
461.25,691.1111111111111,0.3674624562263489
452.25,860.0,0.3419938385486603
438.75,1042.2222222222222,0.4145198166370392
312.75,331.11111111111114,0.6940068006515503
346.5,324.44444444444446,0.6926317811012268
301.5,362.22222222222223,0.6208638548851013
373.5,342.22222222222223,0.6639856100082397
0,1,2
328.5,335.55555555555554,0.6716263294219971
369.0,422.22222222222223,0.6305750608444214
301.5,442.22222222222223,0.530824601650238
261.0,506.6666666666667,0.589426577091217
319.5,453.33333333333337,0.3561478555202484
443.25,400.0,0.589988112449646
461.25,502.22222222222223,0.5099706053733826
409.5,473.33333333333337,0.4391893148422241
353.25,675.5555555555555,0.37118014693260193
324.0,817.7777777777778,0.5524650812149048
366.75,942.2222222222223,0.400142639875412
456.75,673.3333333333334,0.37839335203170776
450.0,857.7777777777778,0.4374547600746155
434.25,1044.4444444444446,0.446844220161438
308.25,331.11111111111114,0.7022361755371094
342.0,320.0,0.680239200592041
299.25,360.0,0.5873987674713135
371.25,342.22222222222223,0.674493670463562
0,1,2
324.0,335.55555555555554,0.6796963214874268
369.0,408.8888888888889,0.6435995101928711
310.5,426.6666666666667,0.47232574224472046
270.0,493.33333333333337,0.6233530640602112
299.25,406.6666666666667,0.5927008390426636
434.25,388.8888888888889,0.602999210357666
447.75,477.77777777777777,0.591767430305481
391.5,462.22222222222223,0.45308083295822144
355.5,686.6666666666667,0.37499186396598816
321.75,826.6666666666667,0.5066916942596436
360.0,975.5555555555555,0.34643518924713135
459.0,677.7777777777778,0.39460039138793945
452.25,848.8888888888889,0.48946672677993774
438.75,1044.4444444444446,0.4616583585739136
306.0,328.8888888888889,0.6978309750556946
337.5,320.0,0.6984179615974426
294.75,348.8888888888889,0.4768466055393219
369.0,337.77777777777777,0.6756845116615295
0,1,2
319.5,335.55555555555554,0.6952580809593201
366.75,406.6666666666667,0.6650618314743042
312.75,426.6666666666667,0.5208497643470764
256.5,464.44444444444446,0.5673354268074036
276.75,395.5555555555556,0.3360341787338257
429.75,380.0,0.6318202614784241
434.25,457.77777777777777,0.6446846723556519
353.25,442.22222222222223,0.5148488283157349
364.5,673.3333333333334,0.36403143405914307
326.25,851.1111111111112,0.5167052149772644
351.0,997.7777777777778,0.48168644309043884
459.0,666.6666666666667,0.3922494053840637
454.5,842.2222222222223,0.3894217014312744
443.25,1044.4444444444446,0.46716809272766113
303.75,328.8888888888889,0.7047464847564697
335.25,320.0,0.6996408700942993
294.75,346.6666666666667,0.19422028958797455
369.0,337.77777777777777,0.6681687235832214
0,1,2
319.5,335.55555555555554,0.6952878832817078
366.75,406.6666666666667,0.6636082530021667
312.75,428.8888888888889,0.518926739692688
256.5,462.22222222222223,0.5705369710922241
276.75,397.77777777777777,0.33362430334091187
429.75,380.0,0.6316713094711304
432.0,457.77777777777777,0.6424925327301025
353.25,442.22222222222223,0.5070016384124756
364.5,673.3333333333334,0.36403846740722656
326.25,851.1111111111112,0.5169436931610107
351.0,997.7777777777778,0.4861471951007843
459.0,666.6666666666667,0.3920903205871582
454.5,840.0,0.3918197751045227
443.25,1044.4444444444446,0.47177237272262573
303.75,328.8888888888889,0.7049010992050171
335.25,320.0,0.6990022659301758
294.75,346.6666666666667,0.19391895830631256
369.0,337.77777777777777,0.6678889393806458
0,1,2
317.25,342.22222222222223,0.680509626865387
366.75,417.77777777777777,0.6004842519760132
315.0,442.22222222222223,0.5783547163009644
249.75,442.22222222222223,0.5771341919898987
267.75,391.11111111111114,0.44369786977767944
427.5,384.44444444444446,0.5641998052597046
414.0,440.0,0.5864260792732239
330.75,417.77777777777777,0.4597954750061035
357.75,680.0,0.3311260938644409
333.0,875.5555555555555,0.47815945744514465
351.0,1028.888888888889,0.3727816045284271
452.25,668.8888888888889,0.35249361395835876
456.75,851.1111111111112,0.379886269569397
443.25,1046.6666666666667,0.4643896520137787
303.75,331.11111111111114,0.7095019817352295
333.0,326.6666666666667,0.706195592880249
292.5,351.11111111111114,0.16729331016540527
366.75,342.22222222222223,0.689220666885376
0,1,2
317.25,346.6666666666667,0.6915028095245361
364.5,413.33333333333337,0.613715410232544
306.0,440.0,0.5068349242210388
243.0,437.77777777777777,0.35698580741882324
254.25,364.44444444444446,0.5200236439704895
429.75,384.44444444444446,0.5851097702980042
393.75,428.8888888888889,0.5826514363288879
319.5,417.77777777777777,0.49788498878479004
355.5,680.0,0.3506094515323639
344.25,880.0,0.40504762530326843
348.75,1042.2222222222222,0.3636080324649811
456.75,671.1111111111111,0.3599878251552582
452.25,868.8888888888889,0.3731882572174072
443.25,1051.111111111111,0.48276251554489136
303.75,335.55555555555554,0.7117657661437988
333.0,331.11111111111114,0.7224798202514648
290.25,351.11111111111114,0.22140222787857056
366.75,342.22222222222223,0.693039059638977
0,1,2
319.5,346.6666666666667,0.7045345902442932
364.5,415.5555555555556,0.5942009687423706
303.75,437.77777777777777,0.5809382200241089
245.25,440.0,0.3946833908557892
252.0,362.22222222222223,0.492159903049469
429.75,393.33333333333337,0.5997093915939331
384.75,426.6666666666667,0.5811446905136108
324.0,408.8888888888889,0.5623486638069153
353.25,677.7777777777778,0.3553687036037445
355.5,860.0,0.46616244316101074
351.0,1042.2222222222222,0.3975795805454254
452.25,666.6666666666667,0.35321199893951416
447.75,866.6666666666667,0.37698614597320557
445.5,1044.4444444444446,0.4320128560066223
303.75,335.55555555555554,0.7148822546005249
335.25,331.11111111111114,0.731891393661499
290.25,348.8888888888889,0.21478426456451416
366.75,342.22222222222223,0.6968708634376526
0,1,2
319.5,342.22222222222223,0.6956043839454651
360.0,408.8888888888889,0.6394984126091003
301.5,428.8888888888889,0.5689436197280884
249.75,446.6666666666667,0.34906890988349915
249.75,411.11111111111114,0.4044259786605835
427.5,384.44444444444446,0.5979375243186951
387.0,431.11111111111114,0.5951109528541565
317.25,408.8888888888889,0.5919291377067566
353.25,668.8888888888889,0.3605138659477234
344.25,853.3333333333334,0.5022545456886292
351.0,1048.888888888889,0.517035961151123
445.5,664.4444444444445,0.3766471743583679
447.75,866.6666666666667,0.3836391866207123
445.5,1044.4444444444446,0.4489200711250305
303.75,328.8888888888889,0.7380447387695312
335.25,324.44444444444446,0.703231692314148
290.25,346.6666666666667,0.26038485765457153
366.75,333.33333333333337,0.6824988722801208
0,1,2
319.5,342.22222222222223,0.6949462890625
360.0,408.8888888888889,0.6407782435417175
301.5,428.8888888888889,0.5717059373855591
247.5,442.22222222222223,0.3952576220035553
249.75,408.8888888888889,0.3689151108264923
427.5,384.44444444444446,0.5980280637741089
387.0,431.11111111111114,0.5985441207885742
317.25,408.8888888888889,0.5878114104270935
353.25,668.8888888888889,0.35960426926612854
344.25,853.3333333333334,0.5024237632751465
351.0,1048.888888888889,0.5175871849060059
445.5,664.4444444444445,0.3752414286136627
447.75,866.6666666666667,0.3884819447994232
445.5,1044.4444444444446,0.4537467658519745
303.75,328.8888888888889,0.7371553182601929
335.25,324.44444444444446,0.7021451592445374
290.25,346.6666666666667,0.2611975073814392
366.75,333.33333333333337,0.6825261116027832
0,1,2
321.75,331.11111111111114,0.6872513890266418
362.25,413.33333333333337,0.6310799717903137
301.5,440.0,0.6089937090873718
249.75,442.22222222222223,0.5915824770927429
261.0,393.33333333333337,0.5016400814056396
427.5,382.22222222222223,0.6068618893623352
393.75,440.0,0.6217718720436096
321.75,408.8888888888889,0.4343720078468323
348.75,675.5555555555555,0.3787919878959656
344.25,851.1111111111112,0.4877946972846985
351.0,1048.888888888889,0.5122650861740112
445.5,666.6666666666667,0.39649051427841187
450.0,851.1111111111112,0.5174211859703064
445.5,1051.111111111111,0.4985073506832123
303.75,320.0,0.7124596834182739
337.5,315.55555555555554,0.7221236824989319
292.5,335.55555555555554,0.26765647530555725
366.75,328.8888888888889,0.6909126043319702
0,1,2
333.0,326.6666666666667,0.6705084443092346
360.0,404.44444444444446,0.6043078899383545
299.25,422.22222222222223,0.4873596131801605
272.25,462.22222222222223,0.5745480060577393
285.75,368.8888888888889,0.4749580919742584
429.75,384.44444444444446,0.5955766439437866
396.0,442.22222222222223,0.6445317268371582
335.25,404.44444444444446,0.31538647413253784
346.5,660.0,0.34798648953437805
344.25,855.5555555555555,0.4416936933994293
351.0,1046.6666666666667,0.5159007906913757
438.75,651.1111111111111,0.37677255272865295
445.5,846.6666666666667,0.505142092704773
441.0,1042.2222222222222,0.45753252506256104
315.0,315.55555555555554,0.6771091222763062
348.75,311.11111111111114,0.701122522354126
290.25,337.77777777777777,0.38566291332244873
373.5,328.8888888888889,0.629159688949585
0,1,2
346.5,322.22222222222223,0.6492699384689331
357.75,406.6666666666667,0.6171913146972656
297.0,413.33333333333337,0.4933835566043854
272.25,457.77777777777777,0.6228454113006592
290.25,366.6666666666667,0.4652756452560425
427.5,393.33333333333337,0.6186032295227051
398.25,453.33333333333337,0.6755218505859375
346.5,408.8888888888889,0.3996076285839081
337.5,675.5555555555555,0.3806070387363434
342.0,848.8888888888889,0.5227063894271851
351.0,1046.6666666666667,0.49558597803115845
429.75,662.2222222222223,0.4260164797306061
434.25,828.8888888888889,0.5486602187156677
434.25,1031.111111111111,0.460822731256485
326.25,311.11111111111114,0.6864994764328003
362.25,311.11111111111114,0.6879820227622986
306.0,328.8888888888889,0.49673551321029663
382.5,326.6666666666667,0.5681568384170532
0,1,2
364.5,320.0,0.574924111366272
360.0,406.6666666666667,0.6139166951179504
294.75,406.6666666666667,0.4856637418270111
274.5,453.33333333333337,0.5982089638710022
310.5,380.0,0.5274760723114014
432.0,402.22222222222223,0.5807034373283386
402.75,460.0,0.633506715297699
362.25,395.5555555555556,0.45000290870666504
337.5,668.8888888888889,0.3989241123199463
337.5,846.6666666666667,0.5161850452423096
351.0,1044.4444444444446,0.46955040097236633
429.75,662.2222222222223,0.4275515675544739
427.5,835.5555555555555,0.45890048146247864
427.5,1015.5555555555557,0.39453351497650146
346.5,306.6666666666667,0.6348456740379333
378.0,308.8888888888889,0.6279740333557129
319.5,322.22222222222223,0.572458028793335
387.0,317.77777777777777,0.19265326857566833
0,1,2
364.5,320.0,0.5746932625770569
360.0,406.6666666666667,0.6186664700508118
294.75,406.6666666666667,0.4856134057044983
274.5,453.33333333333337,0.5984212160110474
310.5,380.0,0.5264582633972168
432.0,402.22222222222223,0.5822671055793762
402.75,460.0,0.6354907751083374
362.25,395.5555555555556,0.44849681854248047
337.5,668.8888888888889,0.39765363931655884
337.5,846.6666666666667,0.515087902545929
351.0,1044.4444444444446,0.46834900975227356
429.75,662.2222222222223,0.4275919198989868
425.25,835.5555555555555,0.46083325147628784
427.5,1013.3333333333334,0.39132511615753174
346.5,306.6666666666667,0.6345719695091248
378.0,308.8888888888889,0.6243226528167725
319.5,322.22222222222223,0.5687832236289978
387.0,317.77777777777777,0.20681993663311005
0,1,2
382.5,317.77777777777777,0.5210062265396118
369.0,415.5555555555556,0.6100251078605652
306.0,420.0,0.5108711123466492
274.5,422.22222222222223,0.3830642104148865
326.25,335.55555555555554,0.459475040435791
443.25,408.8888888888889,0.5917041897773743
414.0,460.0,0.6333582401275635
366.75,391.11111111111114,0.4073623716831207
333.0,666.6666666666667,0.37934863567352295
339.75,844.4444444444445,0.45228859782218933
353.25,1044.4444444444446,0.4861684739589691
425.25,660.0,0.41495412588119507
432.0,848.8888888888889,0.3941834568977356
425.25,1008.8888888888889,0.41756922006607056
360.0,304.44444444444446,0.560621440410614
391.5,304.44444444444446,0.6069691181182861
335.25,317.77777777777777,0.46282467246055603
400.5,313.33333333333337,0.1097298339009285
0,1,2
387.0,313.33333333333337,0.5562456250190735
380.25,406.6666666666667,0.6461086273193359
317.25,402.22222222222223,0.5314700603485107
283.5,411.11111111111114,0.499931663274765
310.5,362.22222222222223,0.5588549971580505
