0,1
299.25,331.11111111111114
328.5,426.6666666666667
249.75,440.0
175.5,544.4444444444445
225.0,548.8888888888889
407.25,408.8888888888889
477.0,511.11111111111114
387.0,535.5555555555555
285.75,660.0
231.75,833.3333333333334
191.25,1026.6666666666667
398.25,662.2222222222223
423.0,851.1111111111112
432.0,1053.3333333333335
281.25,317.77777777777777
315.0,315.55555555555554
261.0,340.0
337.5,328.8888888888889
0,1
299.25,331.11111111111114
328.5,424.44444444444446
249.75,440.0
175.5,544.4444444444445
225.0,548.8888888888889
407.25,408.8888888888889
477.0,511.11111111111114
387.0,535.5555555555555
285.75,660.0
231.75,833.3333333333334
191.25,1026.6666666666667
398.25,662.2222222222223
423.0,851.1111111111112
432.0,1053.3333333333335
281.25,317.77777777777777
315.0,315.55555555555554
261.0,340.0
337.5,328.8888888888889
0,1
299.25,331.11111111111114
328.5,424.44444444444446
249.75,440.0
175.5,544.4444444444445
225.0,548.8888888888889
407.25,408.8888888888889
477.0,511.11111111111114
387.0,535.5555555555555
285.75,660.0
231.75,833.3333333333334
191.25,1026.6666666666667
398.25,662.2222222222223
423.0,851.1111111111112
432.0,1053.3333333333335
281.25,317.77777777777777
315.0,315.55555555555554
261.0,340.0
337.5,328.8888888888889
0,1
301.5,333.33333333333337
333.0,426.6666666666667
256.5,442.22222222222223
177.75,546.6666666666667
229.5,522.2222222222223
411.75,411.11111111111114
479.25,511.11111111111114
402.75,564.4444444444445
297.0,660.0
243.0,817.7777777777778
207.0,1013.3333333333334
409.5,664.4444444444445
429.75,846.6666666666667
432.0,1051.111111111111
285.75,324.44444444444446
317.25,317.77777777777777
267.75,346.6666666666667
344.25,331.11111111111114
0,1
306.0,337.77777777777777
337.5,433.33333333333337
265.5,448.8888888888889
191.25,555.5555555555555
254.25,506.6666666666667
411.75,417.77777777777777
488.25,520.0
407.25,593.3333333333334
303.75,664.4444444444445
256.5,804.4444444444445
225.0,968.8888888888889
414.0,668.8888888888889
427.5,855.5555555555555
429.75,1046.6666666666667
288.0,328.8888888888889
319.5,326.6666666666667
270.0,351.11111111111114
346.5,342.22222222222223
0,1
306.0,337.77777777777777
337.5,433.33333333333337
265.5,448.8888888888889
191.25,555.5555555555555
252.0,506.6666666666667
411.75,417.77777777777777
486.0,520.0
405.0,593.3333333333334
303.75,664.4444444444445
256.5,804.4444444444445
225.0,968.8888888888889
414.0,668.8888888888889
427.5,853.3333333333334
432.0,1048.888888888889
288.0,328.8888888888889
319.5,326.6666666666667
270.0,351.11111111111114
346.5,342.22222222222223
0,1
310.5,344.44444444444446
346.5,440.0
272.25,455.5555555555556
202.5,562.2222222222223
256.5,504.44444444444446
418.5,424.44444444444446
497.25,522.2222222222223
427.5,597.7777777777778
319.5,677.7777777777778
270.0,800.0
263.25,984.4444444444445
425.25,677.7777777777778
429.75,853.3333333333334
429.75,1042.2222222222222
290.25,333.33333333333337
324.0,331.11111111111114
272.25,357.77777777777777
351.0,346.6666666666667
0,1
315.0,344.44444444444446
348.75,440.0
272.25,457.77777777777777
209.25,568.8888888888889
254.25,513.3333333333334
425.25,420.0
506.25,520.0
405.0,571.1111111111111
321.75,682.2222222222223
276.75,820.0
290.25,984.4444444444445
427.5,680.0
429.75,855.5555555555555
429.75,1046.6666666666667
294.75,333.33333333333337
328.5,328.8888888888889
279.0,360.0
353.25,344.44444444444446
0,1
317.25,335.55555555555554
353.25,433.33333333333337
283.5,455.5555555555556
220.5,568.8888888888889
261.0,522.2222222222223
429.75,408.8888888888889
513.0,500.0
420.75,540.0
330.75,686.6666666666667
301.5,835.5555555555555
321.75,991.1111111111112
434.25,680.0
441.0,848.8888888888889
429.75,1046.6666666666667
299.25,328.8888888888889
330.75,322.22222222222223
283.5,351.11111111111114
355.5,335.55555555555554
0,1
319.5,331.11111111111114
355.5,426.6666666666667
285.75,455.5555555555556
222.75,566.6666666666667
270.0,548.8888888888889
432.0,397.77777777777777
522.0,484.44444444444446
418.5,506.6666666666667
335.25,695.5555555555555
312.75,844.4444444444445
335.25,1006.6666666666667
438.75,682.2222222222223
445.5,864.4444444444445
429.75,1044.4444444444446
303.75,322.22222222222223
335.25,317.77777777777777
285.75,346.6666666666667
360.0,331.11111111111114
0,1
319.5,331.11111111111114
357.75,426.6666666666667
285.75,455.5555555555556
222.75,566.6666666666667
267.75,548.8888888888889
432.0,397.77777777777777
522.0,484.44444444444446
418.5,506.6666666666667
335.25,695.5555555555555
312.75,842.2222222222223
335.25,1006.6666666666667
438.75,682.2222222222223
445.5,864.4444444444445
432.0,1044.4444444444446
303.75,322.22222222222223
335.25,317.77777777777777
285.75,346.6666666666667
360.0,331.11111111111114
0,1
326.25,331.11111111111114
364.5,428.8888888888889
288.0,460.0
231.75,575.5555555555555
274.5,566.6666666666667
443.25,395.5555555555556
537.75,471.11111111111114
434.25,475.5555555555556
337.5,706.6666666666667
330.75,880.0
344.25,1028.888888888889
445.5,693.3333333333334
445.5,866.6666666666667
434.25,1051.111111111111
306.0,322.22222222222223
339.75,315.55555555555554
290.25,346.6666666666667
366.75,331.11111111111114
0,1
330.75,335.55555555555554
364.5,431.11111111111114
288.0,464.44444444444446
238.5,580.0
272.25,588.8888888888889
443.25,397.77777777777777
546.75,457.77777777777777
443.25,466.6666666666667
348.75,711.1111111111111
337.5,875.5555555555555
348.75,1037.7777777777778
447.75,702.2222222222223
443.25,871.1111111111112
434.25,1053.3333333333335
312.75,326.6666666666667
346.5,320.0
294.75,348.8888888888889
369.0,333.33333333333337
0,1
335.25,337.77777777777777
364.5,437.77777777777777
288.0,471.11111111111114
240.75,584.4444444444445
274.5,602.2222222222223
445.5,404.44444444444446
555.75,455.5555555555556
447.75,473.33333333333337
355.5,706.6666666666667
351.0,866.6666666666667
348.75,1037.7777777777778
459.0,697.7777777777778
445.5,871.1111111111112
434.25,1055.5555555555557
317.25,328.8888888888889
348.75,322.22222222222223
299.25,351.11111111111114
373.5,335.55555555555554
0,1
335.25,335.55555555555554
366.75,437.77777777777777
288.0,471.11111111111114
240.75,575.5555555555555
274.5,602.2222222222223
447.75,404.44444444444446
560.25,455.5555555555556
456.75,484.44444444444446
353.25,711.1111111111111
360.0,860.0
351.0,1035.5555555555557
459.0,704.4444444444445
447.75,868.8888888888889
434.25,1055.5555555555557
319.5,328.8888888888889
351.0,320.0
301.5,348.8888888888889
375.75,335.55555555555554
0,1
335.25,335.55555555555554
366.75,437.77777777777777
288.0,471.11111111111114
240.75,575.5555555555555
274.5,602.2222222222223
445.5,404.44444444444446
560.25,455.5555555555556
456.75,484.44444444444446
353.25,711.1111111111111
360.0,860.0
351.0,1035.5555555555557
459.0,704.4444444444445
447.75,868.8888888888889
434.25,1055.5555555555557
319.5,328.8888888888889
351.0,320.0
301.5,348.8888888888889
375.75,335.55555555555554
0,1
335.25,331.11111111111114
366.75,428.8888888888889
290.25,460.0
238.5,566.6666666666667
272.25,593.3333333333334
447.75,397.77777777777777
555.75,455.5555555555556
472.5,500.0
351.0,693.3333333333334
351.0,853.3333333333334
351.0,1028.888888888889
452.25,686.6666666666667
445.5,860.0
434.25,1044.4444444444446
319.5,322.22222222222223
